date,open,high,low,close,volume
2023-12-01,387.75,390.5400085449219,386.07000732421875,389.94000244140625,40490100
2023-12-04,386.0899963378906,386.6000061035156,382.6600036621094,386.32000732421875,51186900
2023-12-05,384.3900146484375,388.5,384.2099914550781,387.2900085449219,42933000
2023-12-06,390.2699890136719,390.3699951171875,384.70001220703125,385.04998779296875,41994100
2023-12-07,388.07000732421875,391.2699890136719,386.9599914550781,390.42999267578125,49593500
2023-12-08,388.6700134277344,392.6199951171875,388.4800109863281,392.1700134277344,46687500
2023-12-11,391.739990234375,395.7900085449219,391.5299987792969,395.5199890136719,41198000
2023-12-12,395.55999755859375,398.7900085449219,394.4100036621094,398.6700134277344,39221200
2023-12-13,399.6199951171875,404.3599853515625,398.8399963378906,403.739990234375,55408100
2023-12-14,404.9800109863281,406.29998779296875,400.3399963378906,403.3900146484375,55447800
2023-12-15,404.17999267578125,406.5400085449219,403.57000732421875,405.3399963378906,62896600
2023-12-18,404.92999267578125,407.989990234375,404.6000061035156,407.0799865722656,46610000
2023-12-19,407.5400085449219,409.2799987792969,407.3500061035156,409.1600036621094,35711900
2023-12-20,408.3500061035156,410.4700012207031,402.8999938964844,403.0799865722656,54042400
2023-12-21,407.05999755859375,408.1400146484375,404.4700012207031,407.7699890136719,45568900
2023-12-22,409.0,409.9700012207031,406.4800109863281,408.3800048828125,34314000
2023-12-26,409.25,411.55999755859375,409.1499938964844,410.8800048828125,22722500
2023-12-27,410.95001220703125,411.7900085449219,410.0799865722656,411.5,31980500
2023-12-28,412.6700134277344,412.9200134277344,410.94000244140625,411.29998779296875,27029200
2023-12-29,411.2799987792969,411.6400146484375,407.5799865722656,409.5199890136719,42662100
2024-01-02,405.8399963378906,406.0899963378906,400.239990234375,402.5899963378906,58026900
2024-01-03,399.92999267578125,401.0,397.8900146484375,398.3299865722656,47002800
2024-01-04,396.44000244140625,399.5899963378906,396.05999755859375,396.2799987792969,39432800
2024-01-05,396.45001220703125,399.55999755859375,395.3399963378906,396.75,44922800
2024-01-08,397.989990234375,405.239990234375,397.8399963378906,404.95001220703125,42473800
2024-01-09,401.9100036621094,406.69000244140625,401.7099914550781,405.75,39132900
2024-01-10,406.07000732421875,409.5199890136719,405.1700134277344,408.5,33962800
2024-01-11,409.7900085449219,411.20001220703125,404.239990234375,409.3500061035156,54536200
2024-01-12,410.3999938964844,411.25,408.1499938964844,409.55999755859375,39595000
2024-01-16,408.30999755859375,411.1199951171875,406.8299865722656,409.5199890136719,43903000
2024-01-17,406.1700134277344,407.5899963378906,402.9200134277344,407.2099914550781,54386000
2024-01-18,410.5199890136719,413.5799865722656,409.1600036621094,412.989990234375,59562500
2024-01-19,415.2200012207031,421.3399963378906,414.6300048828125,421.17999267578125,70325100
2024-01-22,423.4100036621094,424.7300109863281,421.1199951171875,421.7300109863281,44880600
2024-01-23,422.42999267578125,423.70001220703125,420.57000732421875,423.4800109863281,33003800
2024-01-24,427.44000244140625,429.8500061035156,425.3299865722656,425.8299865722656,46948000
2024-01-25,428.3599853515625,429.0400085449219,423.9800109863281,426.3500061035156,44367200
2024-01-26,424.44000244140625,426.2099914550781,423.1499938964844,423.80999755859375,37137000
2024-01-29,424.2699890136719,428.3500061035156,423.6099853515625,428.1499938964844,38694700
2024-01-30,427.1000061035156,427.67999267578125,424.3800048828125,425.29998779296875,36739000
2024-01-31,420.8500061035156,422.8699951171875,416.7900085449219,416.9700012207031,64010600
2024-02-01,418.7900085449219,422.3800048828125,417.80999755859375,421.8800048828125,51008600
2024-02-02,423.79998779296875,430.239990234375,422.7900085449219,429.010009765625,59602400
2024-02-05,429.07000732421875,429.6099853515625,425.0,428.45001220703125,39889200
2024-02-06,429.6099853515625,430.2200012207031,425.2200012207031,427.5899963378906,35846100
2024-02-07,430.4100036621094,432.8299865722656,429.0899963378906,431.989990234375,37712700
2024-02-08,432.1099853515625,433.55999755859375,431.4200134277344,432.7900085449219,29889900
2024-02-09,433.94000244140625,437.8500061035156,433.1400146484375,437.04998779296875,36943900
2024-02-12,436.94000244140625,439.1400146484375,434.6499938964844,435.3399963378906,33203300
2024-02-13,427.2799987792969,431.2699890136719,425.3299865722656,428.54998779296875,64491700
2024-02-14,431.260009765625,433.6499938964844,428.8800048828125,433.2200012207031,45092700
2024-02-15,433.9200134277344,434.9800109863281,431.3299865722656,434.510009765625,38796100
2024-02-16,434.8900146484375,434.989990234375,429.8500061035156,430.57000732421875,53716500
2024-02-20,428.54998779296875,430.0799865722656,423.5,427.32000732421875,53999500
2024-02-21,424.54998779296875,425.70001220703125,421.6300048828125,425.6099853515625,49779000
2024-02-22,434.489990234375,439.1199951171875,433.7099914550781,438.07000732421875,53887800
2024-02-23,439.6499938964844,440.5899963378906,435.7900085449219,436.7799987792969,39853900
2024-02-26,437.6000061035156,438.6000061035156,436.3599853515625,436.54998779296875,33043200
2024-02-27,437.6700134277344,437.989990234375,435.0299987792969,437.6000061035156,33713200
2024-02-28,435.42999267578125,436.6700134277344,434.29998779296875,435.2699890136719,32938800
2024-02-29,438.2300109863281,440.0899963378906,435.0199890136719,439.0,42495200
2024-03-01,439.8999938964844,446.5799865722656,439.8399963378906,445.6099853515625,43853000
2024-03-04,445.6099853515625,446.0400085449219,443.7699890136719,444.0199890136719,34325700
2024-03-05,440.94000244140625,440.95001220703125,433.6499938964844,436.04998779296875,57917100
2024-03-06,440.32000732421875,441.989990234375,436.8900146484375,438.7900085449219,46234500
2024-03-07,442.4200134277344,446.7200012207031,440.8599853515625,445.45001220703125,44526700
2024-03-08,445.80999755859375,448.6400146484375,438.3399963378906,439.0199890136719,72096000
2024-03-11,437.510009765625,438.6600036621094,435.44000244140625,437.3900146484375,45860000
2024-03-12,439.7300109863281,444.0199890136719,436.4599914550781,443.6600036621094,55300900
