date,open,high,low,close,volume
2025-01-02,133.75,134.146,133.598,134.055,45282
2025-01-03,134.422,134.529,134.014,134.376,41041
2025-01-06,134.397,134.497,134.276,134.461,36826
2025-01-07,134.387,134.43,134.255,134.284,21061
2025-01-08,134.28,134.372,134.207,134.27,35549
2025-01-09,134.338,134.348,134.077,134.087,28454
2025-01-10,133.513,133.949,133.481,133.936,45175
2025-01-13,133.891,133.957,133.706,133.864,33461
2025-01-14,133.831,134.027,133.704,134.003,23873
2025-01-15,134.149,134.313,134.117,134.25,19924
2025-01-16,134.154,134.274,133.92,134.081,36462
2025-01-17,134.148,134.206,133.953,133.993,121518
2025-01-20,133.81,133.993,133.809,133.851,85856
2025-01-21,133.837,134.036,133.817,133.966,20866
2025-01-22,134.058,134.162,133.977,134.026,111348
2025-01-23,134.019,134.019,133.872,133.958,148631
2025-01-24,133.929,134.022,133.658,133.812,156958
2025-01-27,133.947,134.342,133.937,134.321,60612
2025-02-05,134.326,134.387,134.127,134.385,155981
2025-02-06,134.437,134.51,134.339,134.466,110820
2025-02-07,134.508,134.554,134.395,134.412,153623
2025-02-10,134.343,134.345,134.247,134.281,167378
2025-02-11,134.237,134.385,134.212,134.319,62959
2025-02-12,134.365,134.37,134.277,134.317,68662
2025-02-13,134.317,134.356,134.235,134.283,133195
2025-02-14,134.252,134.254,133.997,134.069,166831
2025-02-17,134.063,134.063,133.686,133.696,29251
2025-02-18,133.673,133.75,133.207,133.568,176844
2025-02-19,133.666,133.766,133.507,133.706,173722
2025-02-20,133.713,133.732,133.371,133.571,151282
2025-02-21,133.387,133.506,133.196,133.294,163368
2025-02-24,133.113,133.202,132.578,132.697,172149
2025-02-25,132.965,133.138,132.467,132.804,28427
2025-02-26,132.922,133.264,132.922,133.153,175506
2025-02-27,133.102,133.143,132.893,132.915,185219
2025-02-28,132.907,133.907,132.757,133.122,23356
2025-03-03,133.09,133.307,132.958,133.299,166323
2025-03-04,133.402,133.56,133.177,133.252,22262
2025-03-05,133.285,133.395,133.242,133.275,155145
2025-03-06,133.177,133.186,132.884,132.936,168750
2025-03-07,132.884,132.884,132.371,132.557,29238
2025-03-10,132.349,132.596,132.207,132.262,37935
2025-03-11,132.267,132.344,131.667,131.744,27253
2025-03-12,131.607,132.307,131.328,132.253,172291
2025-03-13,132.074,132.281,131.93,132.115,29679
2025-03-14,131.962,132.089,131.687,131.908,37399
2025-03-17,131.773,131.825,131.473,131.506,23726
2025-03-18,131.457,131.652,131.388,131.489,28981
2025-03-19,131.585,131.687,131.551,131.604,15617
2025-03-20,131.807,132.239,131.807,132.158,31390
2025-03-21,132.21,132.239,132.011,132.156,22759
2025-03-24,132.075,132.11,131.896,132.009,107852
2025-03-25,132.38,132.398,132.25,132.329,58093
2025-03-26,132.228,132.459,132.076,132.439,18606
2025-03-27,132.431,132.522,132.396,132.493,26822
2025-03-28,132.383,132.492,132.307,132.314,24064
2025-03-31,132.308,132.464,132.265,132.296,33028
2025-04-01,132.358,132.443,132.218,132.316,36362
2025-04-02,132.331,132.527,132.32,132.509,43622
2025-04-03,133.106,133.353,132.801,133.325,33503
2025-04-07,134.304,134.304,133.827,134.205,38428
2025-04-08,133.932,134.02,133.725,133.8,54515
2025-04-09,133.927,134.145,133.807,133.899,30589
2025-04-10,133.807,133.947,133.509,133.914,74001
2025-04-11,134.036,134.1,133.828,133.891,27658
2025-04-14,133.804,133.895,133.659,133.891,165458
2025-04-15,133.911,134.0,133.891,133.984,73978
2025-04-16,134.024,134.207,134.024,134.166,162333
2025-04-17,134.167,134.204,134.088,134.132,182426
2025-04-18,134.121,134.186,133.987,134.055,162689
2025-04-21,134.053,134.055,133.905,133.914,25386
2025-04-22,133.945,134.047,133.945,134.046,40676
2025-04-23,133.936,133.945,133.792,133.907,30394
2025-04-24,133.978,133.992,133.81,133.825,93908
2025-04-25,133.907,133.964,133.835,133.903,125705
2025-04-28,133.949,134.025,133.924,133.993,40502
2025-04-29,134.097,134.331,134.071,134.309,29479
2025-04-30,134.247,134.383,134.204,134.353,25847
2025-05-06,134.327,134.357,134.228,134.307,16319
2025-05-07,134.369,134.369,134.098,134.193,141903
2025-05-08,134.241,134.435,134.241,134.301,92664
